# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,
# Mon Oct 23 17:53:33 2023,,,,,,,,,,,,
#,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,,
# COLUMN disc_year:      Discovery Year,,,,,,,,,,,,
# COLUMN disc_facility:  Discovery Facility,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,,
#,,,,,,,,,,,,
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_bmasse,st_teff,st_rad,st_mass,st_logg,sy_dist
CD Cet b,1,1,Radial Velocity,2020,Calar Alto Observatory,2.2907,3.95,3130,0.17,0.16,4.93,8.60715
CFBDSIR J145829+101343 b,1,1,Imaging,2011,W. M. Keck Observatory,10037.5,3337.1,580.5,0,0.02,4.72,0
CFHTWIR-Oph 98 b,1,1,Imaging,2021,Hubble Space Telescope,8040000,2479.06157,2320,0.24,0.01,3.85,0
CHXR 73 b,1,1,Imaging,2006,Hubble Space Telescope,0,3994.486,0,0,0.35,0,190.374
CI Tau b,1,1,Radial Velocity,2019,Multiple Observatories,8.9891,3686.828,0,0,0.9,0,157.998
COCONUTS-2 b,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),402000000,2002.31896,3406,0.39,0.37,4.83,10.8864
CT Cha b,1,1,Imaging,2007,Paranal Observatory,0,5403,0,0,0,0,190.72
CoRoT-1 b,1,1,Transit,2008,CoRoT,1.5089682,390.9309,6298,1.23,1.22,0,787.909
CoRoT-1 b,1,1,Transit,2008,CoRoT,1.5089635,0,5950,1.29,0,4.33,787.909
CoRoT-1 b,1,1,Transit,2008,CoRoT,1.50896877,0,0,0,0,0,787.909
CoRoT-1 b,1,1,Transit,2008,CoRoT,1.5089557,327.35,5950,1.11,0.95,4.25,787.909
CoRoT-1 b,1,1,Transit,2008,CoRoT,1.5089686,327.3649,5950,1.13,0.95,4.31,787.909
CoRoT-1 b,1,1,Transit,2008,CoRoT,1.50897655,340.0781,5950,0,0,4.25,787.909
CoRoT-1 b,1,1,Transit,2008,CoRoT,1.5089557,359.1479,5950,1.14,1.03,0,787.909
CoRoT-10 b,1,1,Transit,2010,CoRoT,13.2406,867.6759,5075,0.79,0.89,0,338.386
CoRoT-10 b,1,1,Transit,2010,CoRoT,13.2406,874,5075,0.79,0.89,4.65,338.386
CoRoT-10 b,1,1,Transit,2010,CoRoT,13.2406,883.5674,5075,0.74,0.9,4.65,338.386
CoRoT-11 b,1,1,Transit,2010,CoRoT,2.994325,832.7146,6440,1.37,1.27,0,655.037
CoRoT-11 b,1,1,Transit,2010,CoRoT,2.99433,743.7222,6440,1.37,1.26,4.26,655.037
CoRoT-11 b,1,1,Transit,2010,CoRoT,2.994325,791.3967,0,1.33,1.23,0,655.037
CoRoT-11 b,1,1,Transit,2010,CoRoT,0,0,6343,1.36,1.56,4.27,655.037
CoRoT-11 b,1,1,Transit,2010,CoRoT,2.99433,740.51,6440,1.37,1.27,4.22,655.037
CoRoT-12 b,1,1,Transit,2010,CoRoT,2.828042,281.91521,5675,1.05,1.02,4.41,1126.37
CoRoT-12 b,1,1,Transit,2010,CoRoT,2.828042,291.438,5675,1.12,1.08,4.38,1126.37
CoRoT-12 b,1,1,Transit,2010,CoRoT,2.828042,290.81445,5675,1.12,1.08,0,1126.37
CoRoT-12 b,1,1,Transit,2010,CoRoT,2.82805268,277.46559,0,1.05,1,4.38,1126.37
CoRoT-12 b,1,1,Transit,2010,CoRoT,2.82803915,0,5675,1.04,0,4.37,1126.37
CoRoT-12 b,1,1,Transit,2010,CoRoT,2.828041,0,5675,1.12,1.08,4.38,1126.37
CoRoT-13 b,1,1,Transit,2010,CoRoT,4.03504444,0,5945,1.14,0,4.47,1148.93
CoRoT-13 b,1,1,Transit,2010,CoRoT,4.03519,416.99296,5945,1.27,1.09,4.26,1148.93
CoRoT-13 b,1,1,Transit,2010,CoRoT,4.03519,415.704,5945,1.01,1.09,4.46,1148.93
CoRoT-13 b,1,1,Transit,2010,CoRoT,4.03515,0,5945,1.01,1.09,4.46,1148.93
CoRoT-13 b,1,1,Transit,2010,CoRoT,4.03519,423.03173,5945,1.01,1.09,0,1148.93
CoRoT-14 b,1,1,Transit,2010,CoRoT,1.51214,2415.4,6035,1.21,1.13,4.35,1744.6
CoRoT-14 b,1,1,Transit,2010,CoRoT,1.51214,2358.2986,6040,1.21,1.13,0,1744.6
CoRoT-14 b,1,1,Transit,2010,CoRoT,1.51214,2437.7561,6035,1.19,1.12,4.34,1744.6
CoRoT-16 b,1,1,Transit,2011,CoRoT,5.35227,168.13207,5650,1.19,1.1,0,732.409
CoRoT-16 b,1,1,Transit,2011,CoRoT,5.35227,170.032,5650,1.19,1.1,4.36,732.409
CoRoT-17 b,1,1,Transit,2011,CoRoT,3.7681,772.29,5740,1.59,1.04,4.4,1176.12
CoRoT-17 b,1,1,Transit,2011,CoRoT,3.7681,765.9703,5740,1.59,1.04,0,1176.12
CoRoT-17 b,1,1,Transit,2011,CoRoT,3.7681,781.8618,5740,1.62,1.04,4.04,1176.12
CoRoT-18 b,1,1,Transit,2011,CoRoT,1.9000693,1099.6918,5440,1,0.95,0,764.889
CoRoT-18 b,1,1,Transit,2011,CoRoT,1.90009,1048.839,0,0.88,0.88,4.49,764.889
CoRoT-18 b,1,1,Transit,2011,CoRoT,1.9000693,1039.3041,5440,0.92,0.86,4.44,764.889
CoRoT-18 b,1,1,Transit,2011,CoRoT,1.9000769,0,5440,1,0.95,4.4,764.889
CoRoT-18 b,1,1,Transit,2011,CoRoT,1.90008625,0,5440,0.93,0,4.42,764.889
CoRoT-18 b,1,1,Transit,2011,CoRoT,1.9000693,1102.82,5440,1,0.95,4.4,764.889
CoRoT-19 b,1,1,Transit,2011,CoRoT,3.89712026,0,6090,1.64,0,4.09,790.663
CoRoT-19 b,1,1,Transit,2011,CoRoT,3.89713,346.4347,6090,1.58,1.18,4.12,790.663
CoRoT-19 b,1,1,Transit,2011,CoRoT,3.897131,0,6090,1.65,1.21,4.07,790.663
CoRoT-19 b,1,1,Transit,2011,CoRoT,3.89713,352.78,6090,1.65,1.21,4.07,790.663
CoRoT-19 b,1,1,Transit,2011,CoRoT,3.89713,367.09365,6090,1.65,1.21,0,790.663
CoRoT-2 b,2,1,Transit,2008,CoRoT,1.7429975,1052.0173,5625,0.9,0.97,4.3,213.283
CoRoT-2 b,2,1,Transit,2008,CoRoT,1.74299673,0,5529,0.94,0.97,4.48,213.283
CoRoT-2 b,2,1,Transit,2008,CoRoT,1.74301433,0,5529,0.94,0,4.48,213.283
CoRoT-2 b,2,1,Transit,2008,CoRoT,1.7429935,1102.82,5625,0.91,0.96,0,213.283
CoRoT-2 b,2,1,Transit,2008,CoRoT,1.7429935,1150.5446,5696,0.91,1.02,4.53,213.283
CoRoT-2 b,2,1,Transit,2008,CoRoT,1.74299673,1048.839,5625,0.9,0.97,0,213.283
CoRoT-2 b,2,1,Transit,2008,CoRoT,1.74299906,0,0,0,0,0,213.283
CoRoT-2 b,2,1,Transit,2008,CoRoT,1.74299609,0,5575,0,0,0,213.283
CoRoT-2 b,2,1,Transit,2008,CoRoT,1.7429935,1134.6531,5598,0.9,1,4.53,213.283
CoRoT-2 b,2,1,Transit,2008,CoRoT,1.7429964,1051.973,0,0,0,0,213.283
CoRoT-2 b,2,1,Transit,2008,CoRoT,1.742997,0,5696,0,0,4.42,213.283
CoRoT-20 b,1,2,Transit,2011,CoRoT,9.24323029,0,5880,1.3,0,4.48,844.061
CoRoT-20 b,1,2,Transit,2011,CoRoT,9.24285,1344.4209,5880,1.02,1.14,0,844.061
CoRoT-20 b,1,2,Transit,2011,CoRoT,9.24318,1315.8162,0,1.16,1.1,4.35,844.061
CoRoT-20 b,1,2,Transit,2011,CoRoT,9.24285,1347.54,5880,1.02,1.14,4.2,844.061
CoRoT-20 b,1,2,Transit,2011,CoRoT,9.24285,1366.669,0,0,1.14,0,844.061
CoRoT-20 b,1,2,Transit,2011,CoRoT,9.24285,1608.2198,5880,1.34,1.11,4.23,844.061
CoRoT-20 c,1,2,Radial Velocity,2018,Multiple Observatories,1675,5403.11,0,0,1.14,0,844.061
CoRoT-21 b,1,1,Transit,2012,CoRoT,2.72474,705.5826,6200,1.95,1.29,0,0
CoRoT-21 b,1,1,Transit,2012,CoRoT,2.72474,718.2958,6200,1.95,1.29,3.7,0
CoRoT-22 b,1,1,Transit,2014,CoRoT,9.75598,12.2,5939,1.14,1.1,4.36,627.158
CoRoT-23 b,1,1,Transit,2011,CoRoT,3.6313,972.5598,5900,1.74,1.12,4.01,1060.97
CoRoT-23 b,1,1,Transit,2011,CoRoT,3.6313,982.0947,5900,1.61,1.14,0,1060.97
CoRoT-23 b,1,1,Transit,2011,CoRoT,3.6313,889.9,5900,1.61,1.14,4.3,1060.97
CoRoT-24 b,1,2,Transit,2014,CoRoT,5.1134,5.7,4950,0.86,0.91,4.55,591.555
CoRoT-24 c,1,2,Transit,2014,CoRoT,11.759,28,4950,0.86,0.91,4.55,591.555
CoRoT-25 b,1,1,Transit,2013,CoRoT,4.86069,93.12419,6040,1.19,1.09,0,1103.48
CoRoT-25 b,1,1,Transit,2013,CoRoT,4.86069,85.81,6040,1.19,1.09,4.31,1103.48
CoRoT-26 b,1,1,Transit,2013,CoRoT,4.20474,184.3414,5590,1.79,1.09,0,1045.18
CoRoT-26 b,1,1,Transit,2013,CoRoT,4.20474,165.26,5590,1.79,1.09,3.99,1045.18
CoRoT-27 b,1,1,Transit,2014,CoRoT,3.57532,3273.649,5900,1.08,1.05,0,1010.28
CoRoT-27 b,1,1,Transit,2014,CoRoT,3.57532,3302.11,5900,1.08,1.05,4.4,1010.28
CoRoT-28 b,1,1,Transit,2015,CoRoT,5.20851,153.82972,5150,1.78,1.01,3.6,766.183
CoRoT-28 b,1,1,Transit,2015,CoRoT,5.20851,152.87623,5150,1.78,1.01,0,766.183
CoRoT-29 b,1,1,Transit,2015,CoRoT,2.8505615,0,5268,1.08,0.9,4.33,806.507
CoRoT-29 b,1,1,Transit,2015,CoRoT,2.85057,266.9772,5260,0.9,0.97,0,806.507
CoRoT-29 b,1,1,Transit,2015,CoRoT,2.85057,270.1555,5260,0.9,0.97,4.3,806.507
CoRoT-3 b,1,1,Transit,2008,CoRoT,4.2567994,6747.5309,0,1.54,1.36,0,768.771
CoRoT-3 b,1,1,Transit,2008,CoRoT,0,0,6558,1.44,1.41,4.25,768.771
CoRoT-3 b,1,1,Transit,2008,CoRoT,4.2567994,6979.5468,6740,1.57,1.4,4.19,768.771
CoRoT-3 b,1,1,Transit,2008,CoRoT,4.2568,6883.91,6740,1.56,1.37,4.22,768.771
CoRoT-3 b,1,1,Transit,2008,CoRoT,4.2567994,6814.2752,6740,1.56,1.37,0,768.771
CoRoT-30 b,1,1,Transit,2020,CoRoT,9.06005,921.707,5650,0.91,0.98,4.4,1032.23
CoRoT-31 b,1,1,Transit,2020,CoRoT,4.62941,266.9772,5700,2.15,1.25,3.85,2005.76
CoRoT-35 b,1,1,Transit,2022,CoRoT,3.22748,349.61125,6390,1.65,1.01,4.01,1123.21
CoRoT-36 b,1,1,Transit,2022,CoRoT,5.616531,216.12332,6730,1.52,1.32,4.16,925.958
CoRoT-4 b,1,1,Transit,2008,CoRoT,9.20205,228.83,6190,1.17,1.16,4.41,726.412
CoRoT-4 b,1,1,Transit,2008,CoRoT,9.20164964,0,6190,1.12,0,4.37,726.412
CoRoT-4 b,1,1,Transit,2008,CoRoT,9.20205,223.43449,6190,1.17,1.16,0,726.412
CoRoT-4 b,1,1,Transit,2008,CoRoT,9.20205,232.33373,6190,1.15,1.19,4.4,726.412
CoRoT-5 b,1,1,Transit,2009,CoRoT,4.0378962,151.92274,6100,1.19,1,0,882.472
CoRoT-5 b,1,1,Transit,2009,CoRoT,4.0378962,148.42,6100,1.19,1,4.19,882.472
CoRoT-5 b,1,1,Transit,2009,CoRoT,4.0378962,149.3801,6100,1.05,1.02,4.41,882.472
CoRoT-5 b,1,1,Transit,2009,CoRoT,4.0379156,0,0,0,0,0,882.472
CoRoT-5 b,1,1,Transit,2009,CoRoT,4.0379156,145.88397,0,1.11,0.99,4.34,882.472
CoRoT-5 b,1,1,Transit,2009,CoRoT,4.03790124,0,6100,1.27,0,4.29,882.472
CoRoT-6 b,1,1,Transit,2009,CoRoT,8.886593,940.7768,6090,1.04,1.05,4.42,645.294
CoRoT-6 b,1,1,Transit,2009,CoRoT,8.886593,937.5985,6090,1.02,1.05,0,645.294
CoRoT-6 b,1,1,Transit,2009,CoRoT,8.886593,940.74,6090,1.02,1.05,4.43,645.294
CoRoT-6 b,1,1,Transit,2009,CoRoT,8.8866287,0,0,0,0,0,645.294
CoRoT-7 b,1,3,Transit,2009,CoRoT,0.85359163,4.07661,5275,0.83,0.82,4.5,159.906
CoRoT-7 b,1,3,Transit,2009,CoRoT,0.853585,6.99226,5250,0.96,0.88,4.42,159.906
CoRoT-7 b,1,3,Transit,2009,CoRoT,0.85359159,5.74,5259,0.82,0.91,4.57,159.906
CoRoT-7 b,1,3,Transit,2009,CoRoT,0.853585,4.8,5256,0.86,0.9,4.52,159.906
CoRoT-7 b,1,3,Transit,2009,CoRoT,0.85359165,4.73,5256,0.86,0.9,4.52,159.906
CoRoT-7 b,1,3,Transit,2009,CoRoT,0.854,4.6,5313,0.84,0.88,4.54,159.906
CoRoT-7 b,1,3,Transit,2009,CoRoT,0.8535,6.056,5250,0,0.92,0,159.906
CoRoT-7 b,1,3,Transit,2009,CoRoT,0.853585,21,5275,0.87,0.93,4.5,159.906
CoRoT-7 c,1,3,Radial Velocity,2009,CoRoT,3.697,13.289,5250,0,0.92,0,159.906
CoRoT-7 c,1,3,Radial Velocity,2009,CoRoT,3.698,8.4,5256,0.86,0.9,4.52,159.906
CoRoT-7 c,1,3,Radial Velocity,2009,CoRoT,3.7,13.56,5256,0.86,0.9,4.52,159.906
CoRoT-7 d,1,3,Radial Velocity,2022,La Silla Observatory,8.966,17.142,5250,0,0.92,0,159.906
CoRoT-8 b,1,1,Transit,2010,CoRoT,6.212381,69.28694,5080,0.77,0.88,0,322.037
CoRoT-8 b,1,1,Transit,2010,CoRoT,6.21229,69.92,5080,0.77,0.88,4.58,322.037
CoRoT-8 b,1,1,Transit,2010,CoRoT,6.21229,68.65128,5080,0.9,0.88,4.47,322.037
CoRoT-8 b,1,1,Transit,2010,CoRoT,6.212445,69.28694,0,0.8,0.89,4.58,322.037
CoRoT-9 b,2,1,Transit,2009,CoRoT,95.2738,266.97,5625,0.94,0.99,4.54,412.98
CoRoT-9 b,2,1,Transit,2009,CoRoT,95.272656,268.88418,5625,0.96,0.96,0,412.98
CoRoT-9 b,2,1,Transit,2009,CoRoT,95.272725,0,0,0,0,0,412.98
CoRoT-9 b,2,1,Transit,2009,CoRoT,95.2738,262.52758,5625,0.94,0.96,4.48,412.98
CoRoT-9 b,2,1,Transit,2009,CoRoT,95.272656,266.9772,5625,0.96,0.96,4.54,412.98
CoRoTID 223977153 b,1,1,Transit,2017,CoRoT,6.7183678,0,5970,0.79,1.08,4.67,576.683
CoRoTID 223977153 b,1,1,Transit,2017,CoRoT,6.71837,47.6745,5970,0.79,1.08,4.67,576.683
DE CVn b,2,1,Eclipse Timing Variations,2018,Multiple Facilities,4098.1,3823.2733,0,0,0.51,0,30.5225
DENIS-P J082303.1-491201 b,1,1,Astrometry,2013,Paranal Observatory,246.36,9057.77,0,0,0.07,0,0
DH Tau b,1,1,Imaging,2004,Subaru Telescope,0,3496,0,0.27,0.33,0,134.846
DH Tau b,1,1,Imaging,2004,Subaru Telescope,0,3496.13,4371,1.37,0.68,4,134.846
DMPP-1 b,1,4,Radial Velocity,2019,La Silla Observatory,18.57,24.27,6196,1.26,1.21,4.41,62.5388
DMPP-1 c,1,4,Radial Velocity,2019,La Silla Observatory,6.584,9.6,6196,1.26,1.21,4.41,62.5388
DMPP-1 d,1,4,Radial Velocity,2019,La Silla Observatory,2.882,3.35,6196,1.26,1.21,4.41,62.5388
DMPP-1 e,1,4,Radial Velocity,2019,La Silla Observatory,5.516,4.13,6196,1.26,1.21,4.41,62.5388
DMPP-2 b,1,1,Radial Velocity,2019,Multiple Facilities,5.2072,138.89171,6500,1.78,1.44,4.1,137.94
DMPP-3 A b,2,1,Radial Velocity,2019,La Silla Observatory,6.6732,2.58,5138,0.91,0.87,4.3,45.23
DMPP-3 A b,2,1,Radial Velocity,2019,La Silla Observatory,6.6736,2.58,0,0,0,0,45.23
DMPP-4 b,1,1,Radial Velocity,2023,Multiple Observatories,3.4982,12.2,6400,1.38,1.25,4.24,25.3284
DP Leo b,2,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,8693,1995.88832,0,0,0,0,305.684
DP Leo b,2,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,10220,1922.79,0,0,0.69,0,305.684
DS Tuc A b,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.138268,0,5428,0.96,1.01,0,44.0622
DS Tuc A b,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.1387,413.179,5542,0.87,0.96,4.6,44.0622
DS Tuc A b,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.13822434,0,5414,0.95,0,4.44,44.0622
EPIC 201170410.02,1,1,Transit,2020,K2,6.7987,0,3648,0.28,0.29,5,0
EPIC 201238110 b,1,1,Transit,2019,K2,28.1656,0,0,0,0.41,0,159.259
EPIC 201238110 b,1,1,Transit,2019,K2,28.1696,0,0,0.37,0,0,159.259
EPIC 201427007 b,1,1,Transit,2021,K2,0.72091,0,5633,0.94,0,4.4,706.391
EPIC 201497682 b,1,1,Transit,2019,K2,2.13174,0,0,0,0.78,0,253.026
EPIC 201595106 b,1,1,Transit,2021,K2,0.877183,0,5705,0.93,0,4.48,232.1
EPIC 201595106 b,1,1,Transit,2021,K2,0.877214,0,5820,0.93,0,4.6,232.1
EPIC 201595106 b,1,1,Transit,2021,K2,0.87703,0,5711.17,0.99,1.02,4.45,232.1
EPIC 201615463 c,1,2,Transit,2019,K2,3.80464,0,0,0,1.07,0,476.882
EPIC 201754305 d,1,3,Transit,2019,K2,2.71578,0,0,0,0.67,0,334.967
EPIC 201757695.02,1,1,Transit,2020,K2,2.0478,0,4520,0.66,0.73,4.66,0
EPIC 201833600 c,1,2,Transit,2019,K2,3.96165,0,0,0.63,0,0,257.443
EPIC 201833600 c,1,2,Transit,2019,K2,3.96151,0,0,0,0.61,0,257.443
EPIC 201841433 b,1,1,Transit,2019,K2,4.16888,0,0,0.63,0,0,436.488
EPIC 201841433 b,1,1,Transit,2019,K2,4.1698,0,5053,0.63,0.8,4.59,436.488
EPIC 201841433 b,1,1,Transit,2019,K2,4.16959,0,0,0,0.8,0,436.488
EPIC 205950854 c,1,2,Transit,2019,K2,8.050722,0,5502.7,0.83,0.88,0,243.935
EPIC 205950854 c,1,2,Transit,2019,K2,8.0516,0,0,0.9,0,0,243.935
EPIC 205950854 c,1,2,Transit,2019,K2,8.0468,0,0,0,0.91,0,243.935
EPIC 206024342 b,1,3,Transit,2019,K2,4.50756,0,0,0,0.93,0,369.888
EPIC 206024342 b,1,3,Transit,2019,K2,4.50717,0,0,0.82,0,0,369.888
EPIC 206024342 c,1,3,Transit,2021,K2,0.9116567,0,5648,0.94,0,0,369.888
EPIC 206024342 c,1,3,Transit,2021,K2,0.911724,0,5724,1.1,0,4.5,369.888
EPIC 206024342 c,1,3,Transit,2021,K2,0.911618,0,0,0.82,0,0,369.888
EPIC 206024342 d,1,3,Transit,2021,K2,14.647531,0,5724,1.1,0,4.5,369.888
EPIC 206024342 d,1,3,Transit,2021,K2,14.637,0,6438,1.5,0,4.2,369.888
EPIC 206024342 d,1,3,Transit,2021,K2,14.6435,0,0,0.82,0,0,369.888
EPIC 206024342 d,1,3,Transit,2021,K2,14.641541,0,5648,0.94,0,0,369.888
EPIC 206032309 b,1,1,Transit,2019,K2,2.87814,0,0,0,0.22,0,161.365
EPIC 206042996 b,1,2,Transit,2019,K2,5.2986,0,4114,0.5,0,4.8,451.769
EPIC 206042996 b,1,2,Transit,2019,K2,5.29853,0,0,0.67,0,0,451.769
EPIC 206042996 b,1,2,Transit,2019,K2,5.29711,0,0,0,0.56,0,451.769
EPIC 206042996 c,1,2,Transit,2021,K2,0.35490972,0,3893,0.57,0,0,451.769
EPIC 206042996 c,1,2,Transit,2021,K2,0.354884,0,4114,0.5,0,4.8,451.769
EPIC 206215704 b,1,1,Transit,2019,K2,2.25558,0,0,0.37,0,0,109.888
EPIC 206215704 b,1,1,Transit,2019,K2,2.255436,0,3297,0.25,0,4.9,109.888
EPIC 206215704 b,1,1,Transit,2019,K2,2.25372,0,0,0,0.41,0,109.888
EPIC 206317286 b,1,2,Transit,2019,K2,1.58252,0,0,0,0.71,0,314.35
EPIC 206317286 b,1,2,Transit,2019,K2,1.58316,0,0,0.67,0,0,314.35
EPIC 206317286 c,1,2,Transit,2022,K2,17.515472,0,4752,0.76,0.83,4.6,314.35
EPIC 206317286 c,1,2,Transit,2022,K2,17.501662,0,4749,0.73,0,0,314.35
EPIC 206317286 c,1,2,Transit,2022,K2,17.5125,0,0,0.67,0,0,314.35
EPIC 211822797 b,1,1,Transit,2016,K2,21.1686,0,0,0.64,0,0,186.197
EPIC 211822797 b,1,1,Transit,2016,K2,21.17623917,0,3811,0.6,0.59,4.65,186.197
EPIC 211822797 b,1,1,Transit,2016,K2,21.169861,0,4148.21,0.57,0.66,0,186.197
EPIC 211822797 b,1,1,Transit,2016,K2,21.1595,0,3811,0.6,0.59,4.65,186.197
EPIC 211822797 b,1,1,Transit,2016,K2,21.169619,0,3880,0.59,0.61,0,186.197
EPIC 211822797 b,1,1,Transit,2016,K2,21.1701963,0,4057,0.58,0.62,4.7,186.197
EPIC 211945201 b,1,1,Transit,2018,K2,19.491,0,6128,1.36,1.16,4.23,181.69
EPIC 211945201 b,1,1,Transit,2018,K2,19.49221,0,6069,1.39,1.17,4.22,181.69
EPIC 211945201 b,1,1,Transit,2018,K2,19.49183,0,0,1.4,0,0,181.69
EPIC 211945201 b,1,1,Transit,2018,K2,19.492132,0,0,1.48,0,0,181.69
EPIC 211945201 b,1,1,Transit,2018,K2,19.4921473,0,6128,1.36,0,4.23,181.69
EPIC 211945201 b,1,1,Transit,2018,K2,19.491965,0,6320,1.49,0,4.22,181.69
EPIC 211945201 b,1,1,Transit,2018,K2,19.491795,0,6046,1.41,0,4.14,181.69
EPIC 211945201 b,1,1,Transit,2018,K2,19.49213,27,6025,1.38,1.18,4.25,181.69
EPIC 211945201 b,1,1,Transit,2018,K2,19.50735025,0,6128,1.36,1.16,4.23,181.69
EPIC 212297394 b,1,2,Transit,2019,K2,2.28896,0,0,0.75,0,0,418.395
EPIC 212297394 b,1,2,Transit,2019,K2,2.289363,0,5171,0.8,0.83,4.55,418.395
EPIC 212297394 b,1,2,Transit,2019,K2,2.28943,0,0,0,0.83,0,418.395
EPIC 212297394 c,1,2,Transit,2016,K2,5.21378,0,0,0.75,0,0,418.395
EPIC 212297394 c,1,2,Transit,2016,K2,5.213,0,5008,0.78,0.83,4.58,418.395
EPIC 212297394 c,1,2,Transit,2016,K2,5.213965,0,5171,0.8,0.83,4.55,418.395
EPIC 212424622 b,1,1,Transit,2019,K2,18.0983,0,0,0,1.11,0,611.804
EPIC 212424622 b,1,1,Transit,2019,K2,18.0971,0,0,1.22,0,0,611.804
EPIC 212499991 b,1,1,Transit,2019,K2,34.885,0,0,0,0.91,0,283.29
EPIC 212587672 b,1,2,Transit,2019,K2,15.2841,0,0,0,0.95,0,320.07
EPIC 212587672 b,1,2,Transit,2019,K2,15.28078,0,6004,0.98,0.99,4.45,320.07
EPIC 212587672 b,1,2,Transit,2019,K2,15.2841,0,0,0.98,0,0,320.07
EPIC 212587672 c,1,2,Transit,2016,K2,23.226,0,6055,0.95,1.13,4.54,320.07
EPIC 212587672 c,1,2,Transit,2016,K2,23.24110566,0,6055,0.95,1.13,4.54,320.07
EPIC 212587672 c,1,2,Transit,2016,K2,23.2259,0,0,0.98,0,0,320.07
EPIC 212587672 c,1,2,Transit,2016,K2,23.228555,0,6004,0.98,0.99,4.45,320.07
EPIC 212587672 c,1,2,Transit,2016,K2,23.226,0,0,0.95,0,0,320.07
EPIC 212587672 c,1,2,Transit,2016,K2,23.226001,0,5928,0.95,0,4.49,320.07
EPIC 212624936 b,1,2,Transit,2021,K2,0.578657,0,5765,0.93,0,4.4,561.929
EPIC 212624936 c,1,2,Transit,2021,K2,11.81387,0,0,0.95,0,0,561.929
EPIC 212624936 c,1,2,Transit,2021,K2,11.811437,0,5765,0.93,0,4.4,561.929
EPIC 212737443 b,1,2,Transit,2019,K2,13.60697954,0,4581,0.67,0.72,4.65,336.25
EPIC 212737443 b,1,2,Transit,2019,K2,13.603,0,4581,0.67,0.72,4.65,336.25
EPIC 212737443 b,1,2,Transit,2019,K2,13.603,0,4684,0.67,0.69,4.62,336.25
EPIC 212737443 c,1,2,Transit,2019,K2,65.55,0,4684,0.67,0.69,4.62,336.25
EPIC 220492298 b,1,1,Transit,2021,K2,0.762406,0,5620,0.89,0,4.5,624.512
EPIC 220554210 c,1,2,Transit,2019,K2,0.705386,0,0,1.01,0,0,496.289
EPIC 220554210 c,1,2,Transit,2019,K2,0.70531,0,5499,1,0,4.5,496.289
EPIC 220554210 c,1,2,Transit,2019,K2,0.70531,0,0,0,0.94,0,496.289
EPIC 220674823 b,1,2,Transit,2016,K2,0.571308,0,5590,0.83,0.93,4.56,244.59
EPIC 220674823 b,1,2,Transit,2016,K2,0.571331,0,5617,0.98,0.97,4.45,244.59
EPIC 220674823 b,1,2,Transit,2016,K2,0.571292,8.21,5532,0.99,0.95,0,244.59
EPIC 220674823 b,1,2,Transit,2016,K2,0.571336,0,0,0.97,0,0,244.59
EPIC 220674823 b,1,2,Transit,2016,K2,0.571,7.72,5496,0.98,0.9,4.42,244.59
EPIC 220674823 b,1,2,Transit,2016,K2,0.571299,0,5590,0.91,0.97,4.54,244.59
EPIC 220674823 b,1,2,Transit,2016,K2,0.571212,0,5613,0.95,0,4.6,244.59
EPIC 220674823 b,1,2,Transit,2016,K2,0.571285,0,0,1.02,0,0,244.59
EPIC 220674823 b,1,2,Transit,2016,K2,0.571292,8.36,5470,0.87,0.94,4.53,244.59
EPIC 220674823 b,1,2,Transit,2016,K2,0.571336,9,5496,0.95,0.92,4.42,244.59
EPIC 220674823 c,1,2,Transit,2016,K2,13.339746,0,5590,0.91,0.97,4.54,244.59
EPIC 220674823 c,1,2,Transit,2016,K2,13.3397,8.9,5532,0.99,0.95,0,244.59
EPIC 220674823 c,1,2,Transit,2016,K2,13.334615,0,5613,0.95,0,4.6,244.59
EPIC 220674823 c,1,2,Transit,2016,K2,13.3387,5.7,5496,0.95,0.92,4.42,244.59
EPIC 220674823 c,1,2,Transit,2016,K2,13.338687,0,0,0.97,0,0,244.59
